SensoreFrontale;DifferenzaSxDxSensor;DifferenzaSxMinDxMinSensor;PosizioneRispettoAlCentro;AngoloLongTang;Cls
58.1871;-43.816399999999994;-144.7557;-0.969257;-0.256634;1
58.2482;-43.921699999999994;-145.3229;-0.969333;-0.256369;1
58.2952;-44.0023;-145.75799999999998;-0.969409;-0.256168;1
58.3679;-44.1276;-146.4351;-0.969512;-0.255855;1
58.4585;-44.28470000000001;-147.291;-0.969621;-0.255464;1
58.5455;-44.4356;-148.11409999999998;-0.969733;-0.255091;1
39.374;-21.500099999999996;-55.614900000000006;-0.707397;-0.331251;0
39.4251;-21.563499999999998;-55.825500000000005;-0.707402;-0.330806;0
39.505;-21.661;-56.148700000000005;-0.707523;-0.330137;0
39.5427;-21.7063;-56.29859999999999;-0.707635;-0.329832;0
39.546;-21.709800000000005;-56.3103;-0.707663;-0.329809;0
39.6103;-21.787000000000003;-56.566500000000005;-0.707855;-0.329292;0
39.6428;-21.8257;-56.6943;-0.707985;-0.329038;0
39.7228;-21.921799999999998;-57.0142;-0.70823;-0.328399;0
39.7235;-21.9224;-57.015699999999995;-0.708253;-0.328398;0
39.7477;-21.951600000000003;-57.113099999999996;-0.708322;-0.328204;0
39.748;-21.951700000000002;-57.1131;-0.708344;-0.328206;0
39.814;-22.0301;-57.3738;-0.708622;-0.327697;0
39.8738;-22.102100000000004;-57.61449999999999;-0.708818;-0.327226;0
39.8727;-22.100399999999997;-57.608700000000006;-0.708837;-0.327239;0
39.8921;-22.123900000000003;-57.68730000000001;-0.708893;-0.327085;0
39.91;-22.145300000000002;-57.7585;-0.708966;-0.326948;0
39.9561;-22.1994;-57.93889999999999;-0.709213;-0.326605;0
39.9753;-22.223100000000002;-58.01859999999999;-0.709247;-0.32645;0
39.9806;-22.229099999999995;-58.03830000000001;-0.709297;-0.326414;0
39.988;-22.2378;-58.06750000000001;-0.70933;-0.326358;0
40.0024;-22.254899999999996;-58.1247;-0.709395;-0.32625;0
40.0267;-22.2834;-58.21950000000001;-0.709536;-0.326072;0
40.0771;-22.343899999999998;-58.422799999999995;-0.709734;-0.325686;0
40.0701;-22.3346;-58.3908;-0.70976;-0.32575;0
40.0864;-22.354300000000002;-58.4568;-0.709822;-0.325625;0
40.0939;-22.363100000000003;-58.4864;-0.709867;-0.32557;0
40.0931;-22.3615;-58.4807;-0.7099;-0.325583;0
40.1181;-22.3915;-58.581599999999995;-0.709997;-0.325392;0
40.1085;-22.378999999999998;-58.539199999999994;-0.710014;-0.325476;0
40.1185;-22.391000000000002;-58.5795;-0.710054;-0.325401;0
40.1311;-22.4054;-58.6268;-0.710159;-0.325315;0
40.131;-22.404999999999998;-58.6254;-0.710177;-0.325319;0
40.1252;-22.3975;-58.599799999999995;-0.710181;-0.325369;0
40.1268;-22.3989;-58.60430000000001;-0.710218;-0.325363;0
40.1139;-22.382499999999997;-58.5487;-0.710223;-0.325472;0
40.1179;-22.3874;-58.5654;-0.710229;-0.32544;0
40.1113;-22.3791;-58.5369;-0.71023;-0.325495;0
40.1215;-22.391900000000003;-58.5804;-0.710233;-0.325411;0
40.1149;-22.3835;-58.551899999999996;-0.710235;-0.325466;0
40.1128;-22.3809;-58.5431;-0.710237;-0.325484;0
40.111;-22.378500000000003;-58.534800000000004;-0.710239;-0.3255;0
40.104;-22.369600000000002;-58.504900000000006;-0.710239;-0.325559;0
40.1087;-22.3756;-58.52510000000001;-0.71024;-0.325519;0
40.0947;-22.3578;-58.464600000000004;-0.710239;-0.325637;0
40.0967;-22.360400000000002;-58.473699999999994;-0.710238;-0.32562;0
40.0985;-22.3627;-58.48150000000001;-0.710235;-0.325604;0
40.0914;-22.3536;-58.4507;-0.710234;-0.325664;0
40.0841;-22.344500000000004;-58.4196;-0.710233;-0.325725;0
40.093;-22.355699999999995;-58.458;-0.710231;-0.32565;0
40.067;-22.3231;-58.3476;-0.710208;-0.325865;0
40.0523;-22.3048;-58.2857;-0.710195;-0.325986;0
40.0563;-22.3099;-58.3028;-0.710192;-0.325952;0
40.045;-22.295700000000004;-58.255;-0.710183;-0.326045;0
40.0373;-22.286199999999997;-58.222899999999996;-0.710171;-0.326108;0
40.0209;-22.2662;-58.155499999999996;-0.71013;-0.326238;0
40.0164;-22.260700000000003;-58.1369;-0.710121;-0.326274;0
40.004;-22.2452;-58.084599999999995;-0.710109;-0.326377;0
40.003;-22.2441;-58.0813;-0.710095;-0.326382;0
39.9949;-22.233900000000002;-58.0467;-0.710091;-0.326451;0
40.0018;-22.242800000000003;-58.076899999999995;-0.710081;-0.32639;0
39.9821;-22.218700000000002;-57.995900000000006;-0.710038;-0.326548;0
39.9617;-22.1936;-57.91159999999999;-0.709991;-0.326712;0
39.9534;-22.183199999999996;-57.8766;-0.709985;-0.326781;0
39.9449;-22.1727;-57.840999999999994;-0.709979;-0.326852;0
39.9271;-22.151;-57.7685;-0.709923;-0.326993;0
39.9136;-22.1343;-57.7124;-0.709904;-0.327103;0
39.9027;-22.121100000000002;-57.668099999999995;-0.709878;-0.32719;0
39.9087;-22.128899999999998;-57.694300000000005;-0.709865;-0.327137;0
39.8944;-22.1111;-57.634699999999995;-0.709844;-0.327255;0
39.8647;-22.074900000000003;-57.51360000000001;-0.709772;-0.327493;0
39.8367;-22.0411;-57.4009;-0.709683;-0.327714;0
39.8278;-22.030099999999997;-57.36370000000001;-0.709675;-0.327788;0
39.8237;-22.0253;-57.3481;-0.70965;-0.327818;0
39.8149;-22.0144;-57.311400000000006;-0.709642;-0.327892;0
39.8113;-22.0102;-57.2975;-0.709616;-0.327918;0
39.7549;-21.9415;-57.0677;-0.709497;-0.328376;0
39.7128;-21.890499999999996;-56.89789999999999;-0.709383;-0.328715;0
39.6926;-21.866400000000002;-56.817800000000005;-0.709312;-0.328874;0
39.6701;-21.8391;-56.7274;-0.709248;-0.329056;0
39.6577;-21.824499999999997;-56.6789;-0.709195;-0.329152;0
39.6274;-21.787800000000004;-56.557;-0.709124;-0.329398;0
39.6111;-21.768;-56.490899999999996;-0.709093;-0.329533;0
39.5818;-21.7327;-56.373999999999995;-0.709011;-0.329769;0
39.5857;-21.7378;-56.3913;-0.70899;-0.329732;0
81.4494;102.2636;157.9968;0.944161;0.179992;3
81.2006;101.4423;158.0606;0.944103;0.180544;3
81.1999;101.4419;158.061;0.944076;0.180543;3
81.2447;101.59179999999999;158.0498;0.944065;0.180441;3
81.2759;101.69580000000002;158.042;0.944051;0.18037;3
81.7449;103.24709999999999;157.9214;0.944219;0.17934;3
82.0311;104.2002;157.8476;0.944358;0.17872;3
82.1713;104.6687;157.8115;0.944436;0.178419;3
82.2993;105.0977;157.77859999999998;0.944509;0.178145;3
82.4456;105.59049999999999;157.74099999999999;0.944586;0.177833;3
83.133;107.93130000000001;157.5652;0.944972;0.176382;3
83.9639;110.8175;157.3544;0.945441;0.174662;3
84.2529;111.8374;157.2816;0.945599;0.174071;3
84.7892;113.75279999999998;157.1473;0.945875;0.172983;3
85.4631;116.19590000000001;96.2972;0.946261;0.17164;3
85.6453;116.8622;80.6259;0.946378;0.171282;3
85.927;117.90180000000001;62.2601;0.946538;0.170729;3
86.0316;118.29299999999999;56.7437;0.946576;0.170522;3
86.3238;119.38349999999998;44.0026;0.946731;0.169953;3
86.3548;119.49770000000001;42.8383;0.946771;0.169895;3
86.5123;120.0896;37.363200000000006;0.946853;0.16959;3
86.912;121.60670000000002;26.134200000000007;0.947049;0.16882;3
86.9451;121.72999999999999;25.3358;0.94709;0.168758;3
87.3556;123.3026;16.787600000000005;0.947324;0.167978;3
88.97;129.67000000000002;-3.2156999999999982;0.948191;0.164976;3
89.1269;130.3055;-4.495699999999999;0.94827;0.16469;3
89.8849;133.3164;-9.750399999999999;0.948667;0.163322;3
90.2027;134.36860000000001;-11.581699999999998;0.948831;0.162755;3
90.344;134.7963;-12.341399999999997;0.948907;0.162505;3
90.5081;135.26850000000002;-13.179599999999997;0.948987;0.162214;3
90.7846;136.0141;-14.499500000000005;0.949108;0.161726;3
90.9372;136.40030000000002;-15.189400000000003;0.949187;0.161459;3
90.9746;136.4902;-15.3625;0.949227;0.161395;3
91.4532;137.5995;-17.3296;0.949469;0.160563;3
91.608;137.93310000000002;-17.9175;0.949551;0.160296;3
91.8786;138.49220000000003;-18.882;0.949666;0.15983;3
92.3493;139.3971;-20.4346;0.949906;0.159028;3
93.3348;139.6059;-23.205700000000004;0.950387;0.157374;3
93.8238;139.4024;-24.3912;0.950626;0.156566;3
93.8614;139.3865;-24.485500000000002;0.950667;0.156506;3
94.0305;139.3164;-24.868;0.950748;0.156229;3
94.2004;139.246;-25.240599999999997;0.95083;0.155952;3
94.6709;139.05169999999998;-26.208800000000004;0.95103;0.155186;3
94.7052;139.03730000000002;-26.284799999999997;0.951071;0.155133;3
95.0112;138.9115;-26.8682;0.951192;0.154639;3
95.1823;138.84109999999998;-27.186200000000003;0.951273;0.154365;3
96.3828;138.34969999999998;-29.1979;0.951833;0.152471;3
96.5966;138.2623;-29.528000000000002;0.951956;0.152141;3
97.0806;138.06560000000002;-30.2282;0.952187;0.151395;3
99.4256;137.1234;-33.0651;0.953201;0.147875;3
99.6075;137.0509;-33.256299999999996;0.953282;0.147609;3
99.7992;136.97469999999998;-33.453300000000006;0.953363;0.147329;3
99.8379;136.9591;-33.4987;0.953404;0.147275;3
100.398;136.7371;-34.0512;0.953646;0.146466;3
100.593;136.66;-34.2361;0.953728;0.146187;3
100.974;136.5096;-34.5885;0.95389;0.145643;3
101.358;136.3585;-34.9311;0.954052;0.145099;3
101.709;136.2211;-35.227900000000005;0.954173;0.144604;3
102.099;136.0682;-35.5542;0.954334;0.144059;3
102.134;136.0545;-35.5883;0.954375;0.144013;3
102.528;135.9006;-35.9058;0.954536;0.143468;3
102.89;135.75990000000002;-36.1826;0.954657;0.142968;3
103.331;135.5885;-36.5215;0.954861;0.142368;3
103.637;135.4702;-36.7442;0.954975;0.141953;3
104.091;135.29489999999998;-37.0715;0.955173;0.141345;3
104.871;134.99509999999998;-37.60503;0.95549;0.140309;3
105.257;134.8477;-37.85122;0.95561;0.1398;3
105.474;134.765;-37.989799999999995;0.955692;0.139516;3
105.715;134.67270000000002;-38.14737;0.955812;0.139205;3
105.925;134.5929;-38.2779;0.955894;0.138933;3
106.51;134.3712;-38.62797;0.956095;0.138179;3
106.915;134.2183;-38.865719999999996;0.956249;0.137664;3
107.834;133.87220000000002;-39.3883;0.956613;0.136509;3
108.45;133.64190000000002;-39.71615;0.956816;0.135743;3
108.653;133.5661;-39.82403;0.956895;0.135493;3
109.107;133.397;-40.0588;0.957057;0.134937;3
109.601;133.21339999999998;-40.31277;0.957259;0.134339;3
110.242;132.9767;-40.622339999999994;0.957461;0.133567;3
110.507;132.8789;-40.753730000000004;0.957581;0.133253;3
111.67;132.4524;-41.29198;0.957985;0.131884;3
111.898;132.3692;-41.394169999999995;0.958064;0.131619;3
112.566;132.1268;-41.682590000000005;0.958266;0.130848;3
112.843;132.026;-41.806259999999995;0.958386;0.130532;3
113.808;131.67770000000002;-42.20982;0.958708;0.129441;3
114.054;131.58929999999998;-42.30988000000001;0.958789;0.129165;3
114.246;131.5208;-42.38338;0.958828;0.12895;3
115.283;131.1499;-42.79633;0.95919;0.127807;3
116.495;130.7207;-43.249599999999994;0.959552;0.126494;3
117.265;130.4497;-43.52982;0.959793;0.125675;3
117.835;130.24939999999998;-43.73646;0.959995;0.125076;3
118.046;130.1762;-43.80639;0.960035;0.124854;3
119.103;129.8082;-44.1694;0.960357;0.123761;3
119.639;129.6227;-44.34875;0.960519;0.123214;3
119.964;129.5101;-44.459630000000004;0.96064;0.122886;3
120.242;129.4144;-44.55032;0.960721;0.122605;3
120.455;129.3416;-44.61574;0.960761;0.12239;3
121.057;129.13479999999998;-44.81228;0.960962;0.121791;3
122.401;128.6775;-45.22669;0.961326;0.12047;3
122.46;128.6571;-45.248279999999994;0.961367;0.120414;3
123.308;128.37040000000002;-45.50373;0.961609;0.119597;3
123.824;128.197;-45.652719999999995;0.961729;0.119103;3
124.182;128.0765;-45.76049;0.961851;0.118765;3
124.705;127.9021;-45.90779;0.961972;0.118272;3
124.994;127.8058;-45.99028;0.962052;0.118003;3
125.586;127.6087;-46.15749;0.962214;0.117453;3
125.889;127.5085;-46.24169;0.962295;0.117175;3
126.554;127.2881;-46.42849;0.962497;0.116567;3
127.097;127.1099;-46.572430000000004;0.962618;0.116075;3
129.91;126.1941;-47.306619999999995;0.963345;0.113592;3
131.534;125.6732;-47.709199999999996;0.963746;0.112207;3
131.925;125.5481;-47.80752;0.963867;0.11188;3
133.542;125.0368;-48.18855;0.964231;0.110541;3
133.874;124.9324;-48.26612;0.964311;0.11027;3
133.944;124.9099;-48.28549;0.964352;0.110214;3
55.4593;42.22500000000001;141.2515;0.861548;0.254483;3
55.6831;42.618199999999995;143.4359;0.861769;0.253468;3
55.9938;43.16030000000001;146.4792;0.862322;0.252108;3
56.0542;43.26670000000001;147.0828;0.862414;0.251843;3
56.1169;43.3772;147.71269999999998;0.862509;0.251569;3
56.1814;43.49119999999999;148.36399999999998;0.862605;0.251287;3
56.2343;43.5859;148.9086;0.862653;0.251052;3
56.3702;43.8273;150.3008;0.862851;0.250461;3
56.4511;43.9703;151.1282;0.863;0.250115;3
56.786;44.5697;154.6008;0.863494;0.248676;3
56.8381;44.664500000000004;155.0938;0.863543;0.248449;3
56.8503;44.6853;155.1963;0.863592;0.248402;3
56.9719;44.905699999999996;156.2361;0.86374;0.247881;3
56.9848;44.928;156.33339999999998;0.863789;0.24783;3
57.1738;45.2714;157.7498;0.864037;0.247027;3
57.2531;45.41440000000001;158.286;0.864185;0.246698;3
57.3881;45.660599999999995;159.15709999999999;0.864383;0.246132;3
57.6584;46.1559;160.73950000000002;0.86478;0.245008;3
57.9988;46.7849;162.5061;0.865275;0.243607;3
58.2721;47.29390000000001;163.7862;0.865673;0.242494;3
58.3395;47.4198;164.0861;0.865772;0.242221;3
58.4086;47.549299999999995;164.3885;0.865872;0.241942;3
58.4763;47.676500000000004;164.67929999999998;0.865972;0.24167;3
58.671;48.0444;165.31810000000002;0.866221;0.240884;3
58.74;48.1747;165.2946;0.86632;0.240609;3
58.8779;48.4362;165.2476;0.86652;0.24006;3
58.948;48.5693;165.22379999999998;0.866619;0.239783;3
59.0287;48.7219;165.1961;0.866769;0.239468;3
59.0999;48.857800000000005;165.1719;0.866869;0.239187;3
59.2258;49.0997;165.1295;0.867019;0.238688;3
59.295;49.232400000000005;165.1061;0.867118;0.238417;3
59.4472;49.523900000000005;165.0544;0.867368;0.237827;3
59.5877;49.7952;165.007;0.867569;0.237282;3
59.6599;49.9353;164.9826;0.867669;0.237002;3
59.9292;50.459999999999994;164.8924;0.86802;0.235962;3
60.2257;51.039699999999996;164.7928;0.868472;0.234836;3
60.4383;51.459;164.7218;0.868774;0.234033;3
60.4979;51.5783;164.7022;0.868824;0.233805;3
60.5815;51.7427;164.6741;0.868974;0.233495;3
60.9302;52.4394;164.5587;0.869428;0.232192;3
61.0145;52.607;164.53050000000002;0.86958;0.231884;3
61.0878;52.7543;164.5062;0.869681;0.231614;3
61.234;53.049099999999996;164.458;0.869883;0.231076;3
61.3054;53.1934;164.43439999999998;0.869983;0.230815;3
61.3674;53.3202;164.4143;0.870034;0.230584;3
61.4393;53.466100000000004;164.3906;0.870135;0.230321;3
61.5865;53.7655;164.3422;0.870337;0.229786;3
61.7334;54.0656;164.29399999999998;0.870539;0.229255;3
62.0413;54.696600000000004;164.19299999999998;0.870995;0.228153;3
62.1165;54.851800000000004;164.1684;0.871096;0.227885;3
62.3277;55.290600000000005;164.0999;0.87135;0.227131;3
62.4893;55.6262;164.0471;0.871604;0.226564;3
62.5668;55.78750000000001;164.022;0.871707;0.226291;3
62.718;56.105;163.973;0.871911;0.225761;3
63.0085;56.7178;163.8795;0.872267;0.224746;3
63.1741;57.0678;163.8259;0.872521;0.224178;3
63.4027;57.554300000000005;163.7524;0.872826;0.223393;3
63.4797;57.719100000000005;163.7277;0.872927;0.223129;3
63.543;57.856300000000005;163.7077;0.872978;0.222909;3
63.6223;58.026999999999994;163.6824;0.873081;0.22264;3
63.8543;58.527100000000004;163.60829999999999;0.873387;0.221854;3
63.9448;58.721799999999995;163.57909999999998;0.873539;0.221553;3
64.1033;59.0654;163.52870000000001;0.873745;0.221021;3
64.3243;59.5501;163.4589;0.873999;0.220279;3
64.4165;59.75000000000001;163.4294;0.874153;0.219977;3
64.4954;59.92419999999999;163.4044;0.874255;0.219716;3
64.5764;60.10230000000001;163.3788;0.874358;0.219448;3
64.7205;60.422;163.3336;0.87451;0.218969;3
65.1216;61.3142;163.2075;0.875021;0.217659;3
65.2833;61.675999999999995;163.1568;0.875225;0.217135;3
65.3645;61.8592;163.13139999999999;0.875328;0.216873;3
65.9341;63.1503;162.9539;0.876043;0.215054;3
65.9475;63.1792;162.9494;0.876094;0.215015;3
66.1829;63.720200000000006;162.8768;0.87635;0.214268;3
66.4313;64.2936;162.8001;0.876657;0.21349;3
66.614;64.71529999999998;162.74349999999998;0.876912;0.212925;3
41.3308;25.443599999999996;70.5719;0.631783;0.300615;0
41.4464;25.6062;71.1935;0.631805;0.299754;0
41.458;25.622100000000003;71.25410000000001;0.631826;0.299672;0
41.4854;25.659600000000005;71.397;0.631888;0.29948;0
41.5093;25.6918;71.5196;0.631961;0.299316;0
41.5528;25.750500000000002;71.74239999999999;0.632115;0.299022;0
41.5907;25.801900000000003;71.9385;0.63223;0.298763;0
41.6355;25.8615;72.1654;0.632423;0.298468;0
41.6556;25.888400000000004;72.26830000000001;0.632499;0.298334;0
41.6724;25.911700000000003;72.3573;0.632538;0.298217;0
41.7128;25.965899999999998;72.56479999999999;0.632692;0.297948;0
41.7162;25.97;72.5801;0.63273;0.29793;0
41.7359;25.996499999999997;72.6812;0.632806;0.2978;0
41.7555;26.022999999999996;72.7825;0.632881;0.29767;0
41.869;26.175200000000004;73.3664;0.63336;0.296928;0
41.9194;26.243700000000004;73.6297;0.633541;0.296594;0
41.9536;26.2896;73.8065;0.633685;0.296372;0
41.9867;26.3341;73.97879999999999;0.633828;0.296158;0
42.0802;26.459899999999998;74.464;0.634248;0.295558;0
42.0955;26.479699999999994;74.54039999999999;0.634351;0.295467;0
42.1093;26.4989;74.6149;0.634385;0.295373;0
42.1235;26.5173;74.6857;0.634485;0.295289;0
42.1371;26.536099999999998;74.7593;0.634519;0.295197;0
42.1509;26.5546;74.8305;0.634586;0.295111;0
42.1776;26.5903;74.9684;0.634719;0.294943;0
42.1904;26.6075;75.035;0.634785;0.294863;0
42.2033;26.624900000000004;75.1026;0.634851;0.294782;0
42.2157;26.6413;75.1664;0.634916;0.294705;0
42.2396;26.673099999999998;75.28930000000001;0.635045;0.294557;0
42.2975;26.751000000000005;75.5922;0.635328;0.294194;0
42.2949;26.745799999999996;75.57079999999999;0.63539;0.294225;0
42.3071;26.762999999999998;75.6379;0.635421;0.294142;0
42.3706;26.847099999999998;75.9651;0.63579;0.293757;0
42.3826;26.8639;76.0312;0.635821;0.293677;0
42.4026;26.890500000000003;76.1347;0.635943;0.293557;0
42.4008;26.8872;76.1202;0.635973;0.293576;0
42.4203;26.9129;76.221;0.636093;0.293459;0
42.4182;26.9093;76.2056;0.636124;0.293479;0
42.4372;26.934400000000004;76.30350000000001;0.636244;0.293366;0
42.4677;26.975500000000004;76.4648;0.636394;0.293177;0
42.4964;27.0135;76.61259999999999;0.636575;0.293006;0
42.5152;27.0383;76.70859999999999;0.636695;0.292895;0
42.5244;27.050400000000003;76.7567;0.636755;0.292841;0
42.5433;27.075399999999995;76.8536;0.636875;0.292729;0
42.5733;27.115899999999996;77.01310000000001;0.637026;0.292544;0
42.5709;27.1119;76.9958;0.637056;0.292567;0
42.5684;27.1075;76.9786;0.637085;0.29259;0
42.5797;27.1233;77.0411;0.637115;0.292516;0
42.5887;27.1353;77.0873;0.637172;0.292463;0
42.6089;27.1629;77.197;0.637258;0.292336;0
42.6064;27.1586;77.17869999999999;0.637287;0.292359;0
42.6038;27.154200000000003;77.1605;0.637316;0.292382;0
42.6418;27.2055;77.36260000000001;0.637516;0.292151;0
42.6621;27.2333;77.4723;0.637602;0.292023;0
42.6747;27.248000000000005;77.5284;0.637774;0.291966;0
42.7038;27.287600000000005;77.68430000000001;0.637918;0.291788;0
42.722;27.311799999999998;77.7795;0.638035;0.291681;0
42.7336;27.3281;77.8439;0.638065;0.291605;0
42.8047;27.4215;78.21039999999999;0.638573;0.2912;0
42.8641;27.501599999999996;78.5275;0.638904;0.290845;0
42.8831;27.527;78.6274;0.639024;0.290734;0
42.8977;27.544599999999996;78.6956;0.639204;0.290665;0
42.9191;27.5741;78.8129;0.639295;0.290533;0
42.9543;27.619999999999997;78.9937;0.639565;0.290337;0
42.9659;27.636700000000005;79.061;0.639595;0.290261;0
42.9732;27.645400000000002;79.09469999999999;0.639685;0.290227;0
42.9924;27.671;79.19659999999999;0.639806;0.290116;0
43.0635;27.767500000000005;79.5809;0.640197;0.289694;0
43.096;27.812399999999997;79.7605;0.640349;0.289497;0
43.1124;27.8326;79.839;0.640534;0.289417;0
43.1332;27.860699999999994;79.9513;0.640657;0.289296;0
43.158;27.896;80.0945;0.640718;0.289136;0
43.1543;27.889200000000002;80.06549999999999;0.64078;0.289173;0
43.1773;27.921300000000002;80.1951;0.640872;0.289031;0
43.1877;27.9354;80.2518;0.640934;0.28897;0
43.2002;27.953400000000002;80.32379999999999;0.640965;0.28889;0
43.1967;27.946800000000003;80.2957;0.641026;0.288925;0
43.2305;27.9936;80.4849;0.64118;0.288721;0
43.2516;28.022200000000005;80.599;0.641303;0.288598;0
43.2603;28.033100000000005;80.6421;0.641395;0.288555;0
43.2854;28.068999999999996;80.78819999999999;0.641457;0.288394;0
43.2838;28.066000000000003;80.7756;0.641488;0.288411;0
43.4119;28.2417;81.48440000000001;0.642175;0.287659;0
171.557;77.6606;16.126400000000004;0.0179893;0.0347755;0
160.892;84.08610000000002;19.783899999999996;-0.0331146;0.0330884;0
160.474;139.7143;19.944499999999998;-0.0348979;0.03309;0
159.57;139.53;20.319699999999997;-0.038459;0.0331913;0
159.118;139.1605;20.5088;-0.040241;0.0332444;0
158.663;138.792;20.700300000000006;-0.0420183;0.0333025;0
157.772;138.0541;21.070299999999996;-0.0455694;0.0333953;0
155.665;136.2087;21.9077;-0.0544205;0.0334738;0
154.823;135.4748;22.244;-0.0579391;0.0335112;0
153.462;134.3948;22.832100000000004;-0.0631967;0.033719;0
151.841;132.9386;23.465399999999995;-0.0701775;0.0337316;0
150.929;132.22879999999998;23.8684;-0.0736574;0.0338924;0
149.618;131.1637;24.431000000000004;-0.0788715;0.0340595;0
147.484;129.3974;25.337600000000002;-0.087537;0.0342857;0
145.092;127.2791;26.2977;-0.0978682;0.0343418;0
144.277;126.5813;26.636200000000002;-0.101293;0.0343957;0
143.866;126.23389999999998;26.808799999999998;-0.103003;0.0344288;0
142.149;124.863;27.5711;-0.109818;0.0346895;0
140.094;123.1559;28.458099999999998;-0.118329;0.0349;0
138.919;122.1318;28.9445;-0.123415;0.0349498;0
137.495;120.75420000000001;29.466699999999996;-0.130151;0.0348054;0
135.971;119.4006;30.083499999999997;-0.136808;0.0348364;0
133.079;117.09339999999999;31.3942;-0.148367;0.035299;0
131.602;115.76510000000002;31.988100000000003;-0.154934;0.0353034;0
130.039;114.46040000000002;32.6734;-0.161478;0.0354663;0
129.724;114.1243;32.772000000000006;-0.163104;0.0353851;0
122.934;108.3677;35.7319;-0.192169;0.0359571;0
119.915;105.8674;37.105799999999995;-0.204842;0.0363396;0
111.295;98.5117;40.995200000000004;-0.242405;0.037149;0
108.214;95.8114;42.3682;-0.256286;0.0373379;0
107.871;95.5136;42.524;-0.257815;0.0373657;0
107.476;95.22149999999999;42.74399999999999;-0.259339;0.0374973;0
107.165;94.92159999999998;42.863;-0.260868;0.0374663;0
106.475;94.3293;43.1831;-0.263909;0.0375378;0
74.0663;85.5796;123.413;-0.273875;0.0735943;4
73.284;85.47919999999999;123.22089999999999;-0.2737;0.0743993;4
72.0892;85.2807;122.88359999999999;-0.272376;0.075773;4
71.0111;85.0822;122.56290000000001;-0.270687;0.0771045;4
70.8888;85.04759999999999;122.51480000000001;-0.270095;0.0773006;4
70.7522;85.02189999999999;122.47460000000001;-0.26986;0.0774751;4
70.7993;85.0218;122.4803;-0.269625;0.0774484;4
70.682;84.9895;122.43599999999998;-0.269042;0.0776392;4
70.627;84.97879999999999;122.4187;-0.268926;0.0777122;4
70.6431;84.9718;122.4139;-0.268577;0.0777316;4
70.6678;84.9659;122.4113;-0.26823;0.0777412;4
70.612;84.9478;122.38829999999999;-0.267884;0.0778397;4
70.5807;84.91199999999999;122.3507;-0.266615;0.0780095;4
70.64;84.9125;122.35889999999999;-0.26627;0.0779806;4
70.7024;84.91329999999999;122.36780000000002;-0.265925;0.0779485;4
70.6649;84.9048;122.3549;-0.26581;0.0780022;4
70.7311;84.9067;122.36439999999999;-0.265465;0.0779656;4
70.6948;84.898;122.3535;-0.26535;0.0780181;4
70.6582;84.8904;122.3415;-0.265235;0.0780708;4
70.7673;84.88659999999999;122.3523;-0.264429;0.0780358;4
70.7323;84.8796;122.3402;-0.264314;0.0780867;4
70.8089;84.88220000000001;122.35280000000002;-0.263969;0.0780387;4
70.8202;84.8698;122.3437;-0.263394;0.0780874;4
70.9011;84.8745;122.35679999999999;-0.263049;0.0780347;4
71.0272;84.86859999999999;122.3688;-0.261898;0.0780177;4
71.0541;84.8671;122.37149999999998;-0.261668;0.0780126;4
71.1386;84.873;122.3873;-0.261323;0.0779562;4
71.2441;84.86179999999999;122.39179999999999;-0.260054;0.0779745;4
71.2727;84.8609;122.39420000000001;-0.259823;0.0779675;4
71.3284;84.85929999999999;122.40029999999999;-0.259362;0.0779552;4
71.3557;84.8587;122.40289999999999;-0.259131;0.0779496;4
71.4123;84.8569;122.40990000000001;-0.258669;0.0779363;4
71.4413;84.8559;122.4123;-0.258438;0.0779289;4
71.5858;84.8603;122.43469999999999;-0.257629;0.0778564;4
71.5548;84.85329999999999;122.4252;-0.257513;0.0779023;4
71.5231;84.84649999999999;122.41480000000001;-0.257397;0.0779491;4
71.6423;84.85849999999999;122.4407;-0.257166;0.0778435;4
71.6694;84.8514;122.439;-0.256586;0.0778748;4
71.6978;84.8505;122.44250000000001;-0.256354;0.0778683;4
71.7276;84.85130000000001;122.44680000000001;-0.256122;0.0778602;4
71.8422;84.8503;122.4625;-0.255193;0.077833;4
71.8104;84.84459999999999;122.4531;-0.255077;0.0778797;4
71.8702;84.8505;122.4661;-0.254961;0.077827;4
72.0137;84.8495;122.48509999999999;-0.253797;0.0777931;4
72.0979;84.84879999999998;122.49650000000001;-0.253096;0.0777752;4
72.155;84.8488;122.5044;-0.252629;0.0777622;4
72.1841;84.8487;122.5087;-0.252395;0.0777552;4
72.2113;84.84800000000001;122.5123;-0.252162;0.0777502;4
72.2404;84.84790000000001;122.51559999999999;-0.251928;0.0777431;4
72.2079;84.84129999999999;122.50630000000001;-0.251811;0.0777904;4
72.2971;84.84800000000001;122.52349999999998;-0.251461;0.0777307;4
72.2645;84.8414;122.5131;-0.251344;0.077778;4
72.3854;84.85300000000001;122.54090000000001;-0.25111;0.077672;4
72.4679;84.8462;122.5461;-0.250059;0.0776926;4
72.4354;84.8396;122.53670000000001;-0.249943;0.0777397;4
72.5254;84.8461;122.5539;-0.249592;0.0776793;4
72.4928;84.8395;122.54450000000001;-0.249475;0.0777264;4
72.6149;84.8518;122.57109999999999;-0.249242;0.0776197;4
72.6691;84.845;122.57289999999999;-0.248424;0.0776463;4
72.6992;84.8446;122.57719999999999;-0.248191;0.0776383;4
